#     time           flux       flux_err 
  41.931545419   -36.82024     0.99353 
  41.951980000   -37.29686     0.99340 
  41.972414481   -35.79903     0.99359 
  41.992849162   -37.77847     0.99325 
  42.013283743   -36.80484     0.99353 
  42.033718224   -37.97394     0.99315 
  42.054152905   -39.94564     0.99267 
  42.074587486   -37.70990     0.99329 
  42.095021967   -37.45482     0.99344 
  42.115456648   -35.75265     0.99385 
  42.135891229   -37.65708     0.99350 
  42.156325710   -38.71503     0.99327 
  42.176760391   -37.84472     0.99334 
  42.197194972   -37.23190     0.99357 
  42.871536363    -5.95219     1.00053 
  42.891970845    -3.96552     1.00251 
  42.912405426    -3.42575     1.00396 
  42.932840108    -3.33266     1.00403 
  42.953274590    -3.05899     1.00422 
  42.973709172    -0.01497     1.00485 
  42.994143854    -0.70229     1.00457 
  43.014578336     2.38346     1.00520 
  43.035012918     2.46140     1.00517 
  43.055447600     2.68724     1.00532 
  43.075882083     3.51428     1.00549 
  43.096316665     9.24038     1.00668 
  43.116751347     6.39741     1.00600 
  43.137185829     7.85903     1.00630 
  43.157620411    10.01355     1.00695 
  43.178055093     9.54846     1.00660 
  43.198489675    11.39060     1.00725 
  43.872830997    28.95923     1.01172 
  43.893265580    27.52101     1.01121 
  43.913700063    29.05705     1.01152 
  43.934134746    30.79672     1.01185 
  43.954569328    29.38027     1.01162 
  43.975003811    28.99820     1.01167 
  43.995438494    28.92318     1.01150 
  44.015872977    29.84158     1.01197 
  44.036307560    30.60607     1.01211 
  44.056742243    30.84094     1.01202 
  44.077176825    31.32152     1.01199 
  44.097611308    32.34867     1.01223 
  44.118045991    31.62849     1.01210 
  44.138480574    29.92185     1.01174 
  44.158915057    31.38906     1.01205 
  44.179349740    29.14119     1.01178 
  44.199784323    29.62934     1.01197 
  44.874125667    -0.56377     1.00529 
  44.894560251    -0.67321     1.00532 
  44.914994834    -2.31472     1.00495 
  44.935429417    -5.20973     1.00442 
  44.955864001    -5.33637     1.00427 
  44.976298584    -6.99164     1.00256 
  44.996733168   -10.51883     1.00031 
  45.017167751   -13.51871     0.99958 
  45.037602334   -13.02720     0.99966 
  45.058036918   -13.79058     0.99955 
  45.078471501   -16.81567     0.99881 
  45.098906085   -17.41747     0.99864 
  45.119340768   -18.33966     0.99853 
  45.139775252   -21.74011     0.99789 
  45.160209835   -18.53771     0.99842 
  45.180644519   -22.14688     0.99767 
  45.875420460   -31.13698     0.99627 
  45.895854944   -26.51340     0.99725 
  45.916289528   -27.47645     0.99705 
  45.936724211   -26.14741     0.99738 
  45.957158795   -26.45670     0.99729 
  45.977593279   -27.00963     0.99722 
  45.998027962   -24.38064     0.99781 
  46.018462446   -25.66502     0.99770 
  46.038897030   -26.27164     0.99746 
  46.059331713   -25.64618     0.99768 
  46.079766197   -23.54483     0.99809 
  46.100200781   -23.81798     0.99808 
  46.120635465   -23.82443     0.99795 
  46.141069948   -21.26099     0.99842 
  46.161504532   -21.34531     0.99854 
  46.181939216   -17.79860     0.99926 
  46.876715163    10.41593     1.00905 
  46.897149747    12.09856     1.00933 
  46.917584230    14.56307     1.00989 
  46.938018914    13.27945     1.00955 
  46.958453498    15.86449     1.00997 
  46.978887982    14.41664     1.00965 
  46.999322665    16.16044     1.01027 
  47.019757249    17.17649     1.01038 
  47.040191733    20.00534     1.01106 
  47.060626417    18.21069     1.01072 
  47.081061000    18.71399     1.01078 
  47.101495484    17.75790     1.01067 
  47.121930168    18.75193     1.01078 
  47.142364751    18.96477     1.01099 
  47.162799335    20.46717     1.01123 
  47.183233919    20.53445     1.01131 
  47.857575279    32.39711     1.01368 
  47.878009962    29.94809     1.01329 
  47.898444446    30.07628     1.01326 
  47.918879029    31.58427     1.01350 
  47.939313713    27.67553     1.01269 
  47.959748196    26.90270     1.01270 
  47.980182780    28.29445     1.01282 
  48.000617464    30.32311     1.01339 
  48.021051947    27.54338     1.01267 
  48.041486530    24.40180     1.01209 
  48.061921214    25.90136     1.01237 
  48.082355697    26.51365     1.01268 
  48.102790281    22.05301     1.01172 
  48.123224964    21.38239     1.01150 
  48.143659548    20.60972     1.01132 
