Count of kepoi_name,Column Labels,,,,,,
Row Labels,CANDIDATE,CONFIRMED,FALSE POSITIVE,Grand Total,,temp,fraction
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,,0,#REF!
,,,,,#REF!,0,
,,,,,#REF!,0,
